Job ID,IMEI,SN,Make,Model,Color,Memory,Device Type,Model Code,Last Repair Status,Defect Type,Defect Desc,Repair Description,Part1,Qty1,Part2,Qty2,Part3,Qty3,Part4,Qty4,Part5,Qty5,Part6,Qty6,Part7,Qty7,Part8,Qty8,Part9,Qty9,Part10,Qty10,Part11,Qty11,Part12,Qty12,Part13,Qty13,Part14,Qty14,Part15,Qty15
1304012,351337091006909,R5CX72GB7LJ,Samsung,SM-F741B,Light Blue,512GB,Mobile phone,SM-F741BLBHEUB,REPAIRED,UB,Condition: PoorOOW due by-puncture on the screen,"Replaced screen, tapes, sp",GH82-35022A,1,GH81-26035A,2,GH82-35141A,1,GH82-35143A,1,GH82-35145A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1305294,353936442727846,R5CX71KA1JN,Samsung,SM-F741B,Light Blue,256GB,Mobile phone,SM-F741BLBGEUB,REPAIRED,UB,OOW due to impact damage- dents/punctures in the display- NO,"replaced screen, tapes",GH82-35022A,1,GH81-26035A,2,GH82-35141A,1,GH82-35143A,1,GH82-35145A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306003,359412610041661,RZCX82C5E6P,Samsung,SM-F741B,Yellow,512GB,Mobile phone,SM-F741BZYHEUB,REPAIRED,UB,"Screen protector not installed, a number of dents across the",Main screen replaced,GH81-26035A,2,GH82-35143A,1,GH82-35022A,1,GH82-35145A,1,GH98-49714A,1,GH02-26398A,1,GH02-26374A,1,GH82-35141A,1,0,0,,,,,,,,,,,,
1306041,351201819579623,R5CY91GB0EE,Samsung,SM-S938B/DS,Green,,Mobile phone,SM-S938BZGGEUB,REPAIRED,UB,"[Defect HW, SW, App]","Replaced oled, frame, battery, tapes",GH82-36588A,1,GH82-36386A,1,GH82-36389A,1,GH82-36520A,1,GH82-36522A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306071,353074285788491,R5CTC23HXVR,Samsung,SM-S908B/DS,Green,128GB,Mobile phone,SM-S908BZGDEUB,REPAIRED,L2,device has no power,Replaced main board usb port and cover,GH96-14802A,1,GH82-27457D,1,GH82-27534A,1,GH96-15290D,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306079,351788410758713,RFCX719G1JA,Samsung,SM-F956B/DS,White,,Mobile phone,SM-F956BZWCEUB,REPAIRED,L2,"OW - High hinge damage, damaged SUBLCDCondition: PoorOOW due","Replaced: Display, Sub screen and batteries",GH96-16976A,1,GH82-35138A,1,GH82-35039A,1,GH82-35139A,1,GH96-17142A,1,GH82-35042E,1,GH82-35048A,1,GH82-35049A,1,GH82-35047A,1,,,,,,,,,,,,
1306091,352235910300827,RZCXC11H2QH,Samsung,SM-F956B/DS,Dark Blue,,Mobile phone,SM-F956BDBBEUB,REPAIRED,UB,"When the phone folds open, it flashes briefly, and then ther",replaced display + battery,GH82-35139A,1,GH82-35138A,1,GH82-35039A,1,GH82-35046A,1,GH82-35049A,1,GH82-35137A,1,GH81-26062A,2,GH82-35048A,1,0,0,,,,,,,,,,,,
1306124,350929872932906,R5CW819ZG0L,Samsung,SM-F731B,Green,256GB,Mobile phone,SM-F731BZGGEUB,REPAIRED,UB,Condition: FairMM ONCX: SP bobblingoled needed fro repair -,screen,GH82-32951A,1,GH82-35928A,1,GH82-34625A,1,GH81-23854A,2,GH82-35929A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306477,353936443070584,R5CX729GESW,Samsung,SM-F741B,White,256GB,Mobile phone,SM-F741BZWGEUB,REPAIRED,L2,IQC skipped - power issues,"Replaced - Screen, batteries, kits.",GH82-35143A,1,GH82-35141A,1,GH82-35023A,1,GH82-35024A,1,GH82-35014F,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306497,350966326062278,RFCY918T5DK,Samsung,SM-F966B/DS,Silver,,Mobile phone,SM-F966BZSBEUB,REPAIRED,L2,sub screen lifting,"Replaced front screen, sub antena, tape",GH82-38023A,1,GH96-19619A,1,GH82-37544A,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306505,352242380138919,RFCX715YJGZ,Samsung,SM-F956B/DS,White,,Mobile phone,SM-F956BZWNEUB,REPAIRED,L2,IQC SKIPPED - NO INSIDE DISPLAY,"NEW SCREEN, BATTS, TAPES, SUB PBA AND FLEX CABLE",GH59-15765A,1,GH82-35039A,1,GH82-35139A,1,GH82-35042E,1,GH82-35138A,1,GH82-35049A,1,GH82-35048A,1,0,0,0,0,,,,,,,,,,,,
1306534,350798026836200,R5GYB2SBGCP,Samsung,SM-F766B,Dark Blue,256GB,Mobile phone,SM-F766BDBGEUB,REPAIRED,L2,Lines and black spots on the sub screenOOW due to prior unau,"Rear cameras, sub screen, batteries, main board tapes replaced",GH96-19443A,1,GH96-19474A,1,GH82-37580A,1,GH82-37583A,1,GH82-37582A,1,GH82-37820A,1,GH82-37818A,1,GH82-37579A,1,0,0,,,,,,,,,,,,
1306584,355235301412584,RFCX4129GDK,Samsung,SM-F946B/DS,Beige,,Mobile phone,SM-F946BZECEUB,REPAIRED,L2,Can&apos;t charge and big screen not working have black line,"replaced screen, sub screen, batts, and tapes",GH81-24613A,1,GH82-31843B,1,GH82-31847A,1,GH82-31846A,1,GH82-31849A,1,GH81-24686A,1,0,0,0,0,0,0,,,,,,,,,,,,
1306606,350966326181631,RFCYA0SX4XB,Samsung,SM-F966B/DS,Black,,Mobile phone,SM-F966BZKBEUB,REPAIRED,UB,OW - Multiple stab marks in main screen,"Repaired screen, tapes",GH82-37822A,1,GH81-27757A,2,GH82-37824A,2,GH82-38023A,1,GH82-37543A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306609,353936443326580,R5CX72QPZHH,Samsung,SM-F741B,Light Green,256GB,Mobile phone,SM-F741BLGGEUB,REPAIRED,L2,Condition: PoorOOW due to impact damage deco frame screen da,replaced / screen/ battery/ tape,GH81-26035A,2,GH98-49236D,1,GH82-35023A,1,GH82-35141A,1,GH82-35024A,1,GH82-35014D,1,GH82-35145A,2,GH82-35143A,1,GH96-16981A,1,,,,,,,,,,,,
1306610,358561910887578,RFCY313KSVY,Samsung,SM-S938B/DS,Absolute Black,,Mobile phone,SM-S938BAKHEUB,REPAIRED,UB,Condition: PoorOOW due by -damage screencx-It fell and the s,"Screen, front camera, main board replaced",GH59-15819A,1,GH82-36576A,1,GH96-17872A,1,GH82-36520A,1,GH82-36522A,1,GH82-36588A,1,0,0,0,0,0,0,,,,,,,,,,,,
1306620,355101740543803,R5CYA30P2YK,Samsung,SM-F761B,White,,Mobile phone,SM-F761BZWHEUB,REPAIRED,UB,"IW - Display fault, TFE crack","Repaired screen, tapes",GH81-27995A,2,GH82-35145A,1,GH82-35143A,1,GH82-35141A,1,GH82-37735A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306689,350929873239368,R5CW828D9AA,Samsung,SM-F731B,Blue,256GB,Mobile phone,SM-F731BZBGEUB,REPAIRED,L1,Condition: FairOOW by datecx-The screen protection has lifte,Display frame and screen protector replaced,GH81-23854A,2,GH82-34625A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306695,350929873376459,R5CW82H6B9X,Samsung,SM-F731B,Light Green,256GB,Mobile phone,SM-F731BLGGEUB,REPAIRED,L2,Condition: PoorOOW by datecx-The inner screen will not respo,"Screen, frame, batteries, tapes replaced",GH82-31828D,1,GH82-31700A,1,GH82-31699A,1,GH82-35929A,1,GH81-26529A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306696,350525851939506,R5CT81DLT7W,Samsung,SM-F721B,Light Violet,256GB,Mobile phone,SM-F721BLVHEUB,REPAIRED,L2,Condition: FairOOW by dateScreen goes black when foldingflex,"replaced screen, batts, tapes",GH82-35082A,1,GH81-24715A,1,GH82-29434A,1,GH82-29433A,1,GH82-30238B,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306886,351451341367548,RFCX703V0ZH,Samsung,SM-F956B/DS,Light Pink,,Mobile phone,SM-F956BLIBEUE,REPAIRED,UB,IQC passed - lines on screen,"replaced screens, tapes",GH82-35046A,1,GH81-26062A,2,GH82-35139A,1,GH82-35137A,1,GH82-35047A,1,GH82-35138A,2,0,0,0,0,0,0,,,,,,,,,,,,
1306897,351451342379369,RFCX805V48K,Samsung,SM-F956B/DS,Dark Blue,,Mobile phone,SM-F956BDBBEUB,REPAIRED,L2,OOW due to damage on the hinge/ frame causing the device to,"replaced screen, batts, tapes",GH82-35042C,1,GH82-35048A,1,GH82-35049A,1,GH82-35139A,1,GH82-35138A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306898,350337170583134,RZCY617AFME,Samsung,SM-A566B/DS,Black,,Mobile phone,SM-A566BZKAEEB,REPAIRED,L2,When connecting power to the device an alarm goes off saying,Replaced - Charging port and kit,GH96-19091A,1,GH82-36832A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306906,350798025801262,R5CY831JH6Z,Samsung,SM-F766B,Red,256GB,Mobile phone,SM-F766BZRGEUB,REPAIRED,L2,OOW due to impact damaged hinge areaCondition: FairCXDamage,"replaced screen, batts and tapes",GH82-37583A,1,GH82-37818A,1,GH82-37820A,1,GH82-37581D,1,GH82-37582A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306916,350117736011170,RFCYA0L4Q7K,Samsung,SM-F966B/DS,Light Green,,Mobile phone,SM-F966BLGCEUB,REPAIRED,UB,"Bright pixels on main display, no corresponding dents or scr","Repaired screen, tapes",GH81-27757A,2,GH82-37824A,2,GH82-38023A,1,GH82-37822A,1,GH82-37543A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306950,358223750168029,RZCX82A6MJZ,Samsung,SM-F741B,Silver,256GB,Mobile phone,SM-F741BZSGEUB,REPAIRED,L2,"Unable to IQC - device is turning off when folded, screen is","replaced screen, batts, tapes",GH82-35143A,1,GH82-35023A,1,GH82-35141A,1,GH82-35014A,1,GH82-35024A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306955,353936441407150,R5CX702672Y,Samsung,SM-F741B,Light Green,256GB,Mobile phone,SM-F741BLGGEUB,REPAIRED,L2,OOW due to impact damage- puncture mark in the display- No S,"screen, batteries, tapes",GH82-35023A,1,GH82-35141A,1,GH82-35024A,1,GH82-35014D,1,GH82-35143A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306962,353936443954894,R5CX73VAWHR,Samsung,SM-F741B,Silver,256GB,Mobile phone,SM-F741BZSGEUB,REPAIRED,L2,SC+ Damaged screen,"replaced screen, batts and tapes",GH82-35014A,1,GH82-35024A,1,GH82-35143A,1,GH82-35141A,1,GH82-35023A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1306973,353417575004964,R5CT52T9A4D,Samsung,SM-F711B,Black,,Mobile phone,SM-F711BZKBEUA,REPAIRED,L2,OW - High hinge DamageOOW by dateCondition fairGreen line th,"Repaired screen, frame, batteries, tapes",GH82-26257A,1,GH82-27243A,1,GH82-26270A,1,GH82-26271A,1,GH82-35108A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1307329,352648381760008,R5CY907K9DT,Samsung,SM-F766B,Red,512GB,Mobile phone,SM-F766BZRHEUB,REPAIRED,L2,Unable to IQC - no main display,"replaced screen, batts, tapes",GH82-38794D,1,GH82-37582A,1,GH82-37583A,1,GH82-37818A,2,GH82-37820A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1307365,353936440986162,R5CX63BLLAF,Samsung,SM-F741B,Silver,256GB,Mobile phone,SM-F741BZSGEUB,REPAIRED,L2,Main display is completely blankno damage to the screen or h,Main screen replaced,GH82-35143A,1,GH82-35141A,1,GH82-35023A,1,GH82-35024A,1,GH82-35014A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1307378,351451342503448,RFCX903ERFJ,Samsung,SM-F956B/DS,Dark Blue,,Mobile phone,SM-F956BDBBEUB,REPAIRED,UB,TFE crack and screen bleed out from down the foldNo dents or,"Replaced screen, tapes, sp",GH82-35137A,2,GH81-26062A,2,GH82-35139A,1,GH82-35138A,1,GH82-35046A,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
